# Publisher, Zhijie Xu,zhijie.xu@pnnl.gov,zhijiexu@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Updated, 05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Name,"Mean cosine of angle between halo spin axis and three principle axis (minor, middle,major) for group of halos of the same size n_p, where n_p is number of particles in halo. Halos are assumed to be ellopsoids with three axis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [1] ,https://doi.org/10.48550/ARXIV.2109.09985,,,,,Mass cascade 1,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [2] ,https://doi.org/10.48550/ARXIV.2109.12244,,,,,Mass cascade 2,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [3]  Fig. 22,https://doi.org/10.48550/ARXIV.2110.13885,,,,,Energy cascade,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [4],https://doi.org/10.48550/ARXIV.2202.04054,,,,,Energy&momentum,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [5]  ,https://doi.org/10.48550/ARXIV.2201.12665,,,,,Mean flow&dispersion,,,,,,,,,,,,,,,,,,,,,,,,
n_p,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0
75,0,0,0,0.418700415,-0.019121461,-0.040467376,-0.003720832,0.007299479,0.063496792,0.05821893,0,0,0,-0.067241108,-0.270374969,-0.002659515,0.078497493,-0.051564685,-0.075273797,-0.026204024,0,0,0,0.025740177,0.035657009,0.016075474,-0.029393797,-0.036855732,0.044744747,0.011834273
76,0,0,0,0.264751767,0.084832163,0.092411253,-0.124019412,-0.093145029,-0.055338288,-0.018519265,0,0,0,0.511734376,-0.072640464,0.004638665,-0.012658931,-0.063401043,0.021950145,0.032500719,0,0,0,0.106998975,0.148452251,0.028629291,-0.031404553,0.012240477,0.028564129,0.052081628
77,0,0,0,-0.373351882,-0.004645403,-0.138035549,0.050108507,-0.086120524,-0.033531423,0.023694519,0,0,0,0.437363791,-0.020452964,-0.144121078,-0.00716842,0.015818879,-0.002660921,-0.078242912,0,0,0,-0.066212731,0.165009261,-0.028678015,0.071733949,-0.008205735,-0.015898919,-0.005107197
78,0,0,0.568840916,0.067847495,0.200331414,-0.013353422,-0.031295321,0.034835738,-0.020423104,0.005559679,0,0,-0.680719973,-0.064340411,0.045030035,-0.089794915,-0.069456836,0.039364991,-0.019372191,0.064077494,0,0,-0.461562921,0.213797032,-0.033156509,0.123064985,0.040952337,-0.046552742,-0.011802032,0.002237907
79,0,0,0,-0.14107498,-0.068425126,-0.116399523,-0.043197851,0.11152132,-0.016434184,-0.019667745,0,0,0,-0.114977855,-0.194828582,0.00443887,-0.013003455,-0.006584277,0.017955129,0.056452865,0,0,0,0.012741168,0.06583367,0.041534421,0.005080124,-0.063686004,0.022028081,-0.002410805
80,0,0,0.471710034,0.182285597,-0.137873264,0.019296129,0.05727647,0.052017537,0.009101222,-0.018311294,0,0,0.878830432,0.082113081,-0.066157459,0.086729737,-0.041483789,-0.060082537,0.029648618,-0.053679563,0,0,0.071740615,0.141219132,0.126258286,-0.074972712,-0.009247708,-0.076548441,-0.001487129,-0.00717338
81,0,0,0,0.201957929,0.300930992,-0.065288004,-0.032713421,-0.028699973,0.028047131,-0.001762396,0,0,0,-0.190184365,-0.020693875,0.07173787,-0.053963635,0.022820723,-0.052437704,-0.017626125,0,0,0,-0.048958431,-0.140977346,-0.055571444,-0.027975884,-0.037764766,0.016852357,-0.00774972
82,0,0,0,0.856337372,-0.195254976,0.121821962,-0.048917608,-0.086947091,0.018661892,0.026066019,0,0,0,0.084766493,-0.12037643,0.069502168,0.098485564,0.063215094,0.058789068,0.014610737,0,0,0,-0.214203811,0.01074446,-0.049812397,-0.033017547,0.009822718,0.023545294,-0.0350328
83,0,0,0,-0.411741854,-0.063415492,0.045426894,-0.026889933,0.013546369,-0.042370251,-0.012259788,0,0,0,-0.0649546,0.02224279,0.083736174,0.045555497,-0.055311089,-0.077487543,0.027242957,0,0,0,-0.101351823,0.091957336,0.021222215,0.03124843,-0.00609911,0.027079719,0.012045144
84,0,0,0,0.267281354,-0.154529377,0.039472793,0.05410118,0.056839663,0.023050867,0.0130064,0,0,0,-0.144762517,-0.019605956,-0.084242917,-0.049846413,0.037205306,0.000390546,0.023830664,0,0,0,-0.089110522,0.120264114,0.056856808,-0.050835116,0.037321976,0.002360583,0.001175622
85,0,0,0,-0.299666051,0.02069171,0.087224908,0.016110835,-0.010629024,-0.033718353,0.069228307,0,0,0,0.088554774,0.173669438,-0.014341877,-0.051627138,-0.014911865,-0.012457451,0.044717279,0,0,0,0.036513963,-0.147522196,0.028454645,0.01627189,0.00962994,-0.006696119,0.019754284
86,0,0,0,-0.248232552,-0.01396816,0.046928424,-0.02219166,0.01494532,-0.08680117,0.046972435,0,0,0,0.333457028,-0.033624344,-0.052009757,-0.079958616,0.02293879,-0.027083192,0.041981022,0,0,0,0.255743195,0.153606893,0.062875097,0.029965288,-0.014287418,-0.035390933,0.046775943
87,0,0,0,0.910089834,0.201278928,-0.077292401,0.017830756,-0.085255876,-0.046520732,0.0245094,0,0,0,0.070217406,0.171822888,0.087065886,-0.003614936,0.10433966,0.092638802,0.045074392,0,0,0,-0.066087963,-0.150818602,-0.016616663,-0.042493006,0.029778246,-0.013796616,0.004792158
88,0,0,0,-0.006857272,-0.113698262,-0.099589169,-0.036990113,-0.003458058,-0.046932517,0.030355638,0,0,0,-0.410281921,-0.179743922,-0.120361604,-0.032415749,-0.099173475,-0.073148364,0.018660785,0,0,0,0.107160866,-0.105316606,0.085620461,-0.015847907,-0.055574126,0.004792629,0.008080801
89,0,0,-0.518766481,0.519943685,-0.146472507,-0.035065665,0.006694891,-0.041275966,0.000281469,-0.082152068,0,0,-0.738562365,-0.085170517,-0.018431363,-0.10482835,0.033156922,-0.031973036,0.028116894,-0.181159495,0,0,0.430589098,-0.123023152,-0.005972219,-0.026539879,0.076173701,0.015874456,0.054531953,0.03859786
90,0,0,0,0.613645278,-0.104476818,0.065465885,-0.01859494,0.073215853,-0.01205642,-0.065579357,0,0,0,0.78783083,0.272295517,-0.019580015,-0.086313956,0.004096732,0.004156165,-0.021184744,0,0,0,0.052555259,0.100169697,0.005765393,0.016965194,-0.058879645,-0.042536918,-0.005858924
91,0,0,0,-0.968466782,-0.091529321,0.082220751,0.037165947,-0.039156451,0.01537334,-0.068512943,0,0,0,0.013073963,0.066905607,-0.028490788,-0.038905214,-0.045466543,-0.014566095,-0.021402476,0,0,0,0.248799445,-0.066570712,-0.005915132,-0.0636583,-0.010924297,0.01566184,-0.053920298
92,0,0,0,0.395920309,-0.178921631,-0.294588942,-0.007827891,0.036995032,0.042733303,-0.039622797,0,0,0,0.163116817,0.255259143,0.164076298,0.002885955,-0.044974147,0.029919511,-0.018711932,0,0,0,-0.062772364,-0.043132016,-0.047223905,-0.018505767,0.069017399,0.022352204,-0.095378597
93,0,0,0,0.977116429,-0.092279454,0.035015047,-0.017825265,-0.053506269,-0.001516574,0.013364124,0,0,0,-0.200476773,0.072613307,0.003301523,-0.021453914,-0.001890052,-0.00660461,-0.074288098,0,0,0,0.071081276,0.130610217,-0.006348799,0.028911511,0.010441334,-0.031046361,0.009030114
94,0,0,0,0.371058524,0.079477717,-0.064225947,-0.092643453,-0.011776015,-0.019696431,-0.062037081,0,0,0,0.801075574,0.007913823,-0.056525879,0.046916856,0.039219808,0.019434894,0.015621462,0,0,0,-0.129734863,-0.004342097,0.022386223,0.005496833,-0.070909677,0.108888502,0.069282999
95,0,0,0,0.054047753,0.220568847,-0.164157611,0.147659748,0.103325422,-0.035728705,0.042996219,0,0,0,-0.066196146,-0.102191617,-0.094508876,-0.06947332,0.04115794,0.011356109,0.018862877,0,0,0,0.1000199,-0.135256949,-0.000859904,0.027060751,0.047857894,-0.03392841,0.018256305
96,0,0,0,0.051658494,-0.070875495,0.098723626,-0.009929992,0.000126157,0.011964311,-0.044174859,0,0,0,-0.742985798,-0.144073285,0.119867459,0.021717704,0.133252346,-0.034444481,0.036199924,0,0,0,-0.096441665,-0.012323107,0.015793281,0.055525479,0.064326502,-0.052908462,-0.05904741
97,0,0,0,-0.04996963,-0.232185257,0.144204136,0.011986043,-0.008897706,0.029738485,-0.011292597,0,0,0,0.017668496,-0.036796047,0.034624221,0.07126715,-0.057419573,-0.007171514,0.037353565,0,0,0,-0.196380292,0.053104014,-0.024490355,-0.013072064,0.112319179,-0.009617242,0.013123333
98,0,0,0,0.272546926,-0.193393986,0.05047114,0.052204722,-0.006229498,-0.028587148,0.064444299,0,0,0,-0.073095616,0.242101452,-0.137918621,0.072839063,0.027127909,0.02287137,-0.008654936,0,0,0,0.291763062,0.056832975,0.030278544,-0.141631398,-0.020320773,0.022702398,0.001596334
99,0,0,0.802402996,-0.508046855,-0.149343091,0.01994214,-0.048343208,-0.016873482,0.019913624,-0.010126726,0,0,-0.38423353,-0.148191405,-0.513877416,0.192230602,0.090655918,0.054574619,0.097083314,-0.069291261,0,0,-0.456633361,-0.848485534,-0.072018931,0.056621659,0.03534925,-0.039957315,-0.000852846,0.038134192
100,0,0,0,-0.187116446,0.086284117,0.197241365,-0.003808411,0.085898999,-0.043883079,0.007748291,0,0,0,0.069206081,0.252590488,0.098686371,-0.000363588,0.004609112,0.00793336,0.1050998,0,0,0,0.116474203,-0.215474309,-0.109814233,0.042602973,-0.065145863,-0.027744336,0.050904148
101,0,0,0,-0.602981429,-0.038508985,-0.015116295,0.061354327,-0.031646988,-0.023722788,-0.015925938,0,0,0,-0.760144551,-0.357557063,-0.158639782,0.083635567,-0.121010099,-0.012202325,0.058656644,0,0,0,-0.242061269,-0.304765483,0.15579991,-0.037385669,-0.036423171,0.003621949,0.047212795
102,0,0,0,0.147077725,0.147112094,-0.009121234,9.96E-05,-0.028213331,-0.000642359,-0.01211888,0,0,0,-0.903971086,0.06524261,-0.045696472,-0.021406532,-0.008054596,0.050298967,-0.059313257,0,0,0,-0.073671863,0.12824386,-0.017036839,-0.007425943,-0.009077926,-0.063312472,-0.000109851
103,0,0,0,-0.197817107,0.039695759,0.026452862,-0.055894928,0.034619585,0.1120618,-0.086676128,0,0,0,0.422473326,0.039173404,-0.024934569,0.125240486,-0.096177424,0.032417002,0.080540237,0,0,0,0.316153311,-0.028139984,0.092013363,0.025896068,-0.050498005,0.006349711,-0.008996311
104,0,0,0,0.938089493,0.018382827,0.112867628,0.104730003,-0.030805583,0.00690359,-0.056995205,0,0,0,-0.346392116,-0.065752577,-0.275932748,0.079398481,-0.070310414,-0.01269298,0.020523991,0,0,0,0.000777673,-0.05391576,-0.011866587,-0.015215307,0.022932985,-0.04543796,0.002466274
105,0,0,0,0.362819202,0.127728833,0.214727701,0.075136132,-0.097054758,0.079507409,0.010922371,0,0,0,-0.08816137,-0.066350957,0.051726863,0.086881333,0.02781168,0.03836275,-0.055864483,0,0,0,-0.611869761,-0.123963472,0.028369292,-0.022307484,-0.008429226,-0.067861219,0.028459606
106,0,0,0,0.183630978,-0.043401656,-0.088257347,-0.020407144,0.08375717,-0.093208588,-0.02697538,0,0,0,-0.068997021,-0.174395804,-0.019697179,0.051623068,0.01081344,0.023960802,0.007671973,0,0,0,0.328585757,-0.086233642,0.073817424,0.040361568,-0.052654706,-0.039691249,-0.049724863
107,0,0,0,-0.321503275,0.201108574,-0.016254358,0.092103334,0.026713865,0.01589948,-0.027888263,0,0,0,0.054134222,-0.473785509,-0.009432566,0.015935638,0.065696288,0.039852101,-0.013977133,0,0,0,0.315062525,0.091095808,0.018144598,-0.024862781,0.013081729,-0.086441014,0.001824449
108,0,0,0,0.90121323,0.389914798,-0.188221193,-0.201451585,0.014926733,0.062804492,-0.138454187,0,0,0,0.423029133,-0.415520605,-0.149093375,-0.006309339,0.11568555,-0.066374922,-0.036914595,0,0,0,0.094133238,-0.088845042,-0.067841088,-0.041704345,-0.018685348,0.012840656,-0.047432545
109,0,0,0,0.122662233,0.076920897,0.013047547,0.062964899,-0.040449907,0.097604681,0.028004892,0,0,0,-0.066410943,-0.043082986,0.039165361,0.036363643,0.066610986,0.096840395,-0.024191735,0,0,0,-0.011340883,0.107362754,0.004011015,-0.027105726,0.056915672,-0.010716672,0.026269139
110,0,0,0,-0.327728551,-0.458871802,0.224397385,-0.217276454,0.046191832,0.012146394,-0.020332824,0,0,0,-0.165554196,0.232243128,-0.028588732,-0.040789129,0.02937387,0.017713278,0.044910313,0,0,0,0.344111529,0.269984005,-0.140001449,0.021827248,0.052287806,0.083127721,-0.000643815
111,0,0,0,-0.101920586,-0.215119095,0.11788607,0.027422966,-0.042225764,-0.07105202,-0.005144947,0,0,0,0.250392267,0.158032532,-0.139637711,-0.059100864,-0.031639839,0.006240685,-0.056978881,0,0,0,0.395792887,-0.303597285,0.088570148,0.049175971,-0.085571249,0.035208145,0.053212131
112,0,0,0,0,-0.068091528,0.027537312,0.072666205,-0.086108051,0.093927189,0.044703825,0,0,0,0,-0.060836035,-0.000648373,0.065212346,0.018876424,-0.042121051,-0.077308771,0,0,0,0,-0.050105255,-0.021238158,-0.011457735,0.03845896,0.01813248,-0.037927217
113,0,0,0,-0.997350117,-0.311367876,0.242390179,-0.106562307,0.024941718,0.174571045,0.046426306,0,0,0,-0.022388639,-0.004767492,0.016140418,-0.06583998,-0.023677197,0.035859907,-0.096675443,0,0,0,0.069220609,0.087037532,-0.120235264,0.037919177,0.04550685,-0.041466633,-0.036421116
114,0,0,0,0,-0.151045145,0.007496847,0.044286305,0.084549252,-0.049602066,0.040842222,0,0,0,0,-0.149454718,-0.166142772,-0.039725512,0.068763229,-0.021890487,-0.113403492,0,0,0,0,0.319436214,0.024025624,0.014781408,0.028286935,0.016273299,-0.034259
115,0,0,0,0,0.260193374,0.101991732,6.20E-05,-0.013441764,-0.063124902,-0.064902145,0,0,0,0,-0.151510494,0.020941051,0.099409948,0.063650461,-0.084572012,-0.027321063,0,0,0,0,-0.182661149,0.083804809,0.010142761,0.050795765,-0.005114094,0.017667845
116,0,0,0,0.29447028,0.111402546,-0.023977043,0.121426823,-0.013810676,-0.146069932,-0.01229834,0,0,0,0.752994303,-0.205088101,-0.065486476,0.049819427,-0.083746136,0.108918491,0.054882319,0,0,0,-0.588461413,0.400188621,0.008448662,0.030984143,0.007880252,0.015609259,0.001248085
117,0,0,0,0,0.325409721,0.055488247,0.038726311,0.047895834,-0.060756726,0.048363234,0,0,0,0,-0.524965097,-0.082367406,0.15259574,-0.043365886,-0.009937808,-0.038811488,0,0,0,0,0.249727499,-0.093833647,-0.080255982,-0.056002393,0.026181749,0.01257684
118,0,0,0,0.122877868,0.219595141,-0.152329574,0.016886468,0.10026931,-0.003563883,-0.054449732,0,0,0,0.091487102,-0.626178,0.140611166,0.17960762,-0.077592203,-0.127243689,-0.012613726,0,0,0,-0.143535703,0.050371533,-0.06008398,-0.078646778,0.098899482,0.062477503,-0.066723616
119,0,0,0,0.376643977,0.141743631,-0.154525191,0.139054218,0.037460971,-0.065038339,-0.12261932,0,0,0,-0.119553539,0.532663628,0.098186449,-0.169401466,0.126637112,0.047028183,-0.007826232,0,0,0,-0.463453453,0.00314178,-0.141191581,0.009414717,0.02280303,0.041448082,-0.046218917
120,0,0,0,0,0.086091619,0.080572359,0.083362891,0.012145051,0.075920023,0.048405496,0,0,0,0,0.398197127,0.21845868,-0.07737829,-0.00982691,-0.032454419,0.09454169,0,0,0,0,0.209277668,-0.016281528,-0.016736668,-0.008092094,-0.095996355,0.04162893
121,0,0,0,0.939849802,-0.164553462,-0.105209527,0.037303421,0.030309822,-0.023497392,-0.063744997,0,0,0,0.110432656,0.465707744,0.216328215,-0.017581603,-0.141379927,-0.03356226,-0.069993725,0,0,0,0.207728438,0.06778347,-0.097237553,-0.023825296,0.03517758,0.017505207,0.093940424
122,0,0,0,-0.286605645,0.69981282,0.281829495,-0.06180902,-0.007134638,-0.028858125,0.214317533,0,0,0,0.121804815,0.224581161,0.019947187,0.15292558,-0.022912129,-0.05291774,0.095853259,0,0,0,0.539694024,-0.469631499,-0.00773503,-0.074134223,0.032733351,0.08246221,-0.055028643
123,0,0,0,-0.410652591,-0.482579224,0.176706311,0.032735472,0.009532724,-0.108606863,-0.121724948,0,0,0,-0.911724842,0.233522722,-0.055328994,0.069541025,-0.086900918,-0.1059617,-0.062012186,0,0,0,0.011057242,0.301183213,0.08049235,-0.015054841,-0.001848199,0.024828303,0.036737613
124,0,0,0,-0.38012571,0.590310506,0.021408921,-0.104859366,-0.043127487,-0.016380847,-0.093747073,0,0,0,-0.833238041,0.803470802,-0.001988597,0.040362146,0.115303117,-0.010216315,0.070054019,0,0,0,0.401520626,-0.077253984,-0.000646631,-0.074384023,0.059699042,-0.059939874,0.018384297
125,0,0,0,0,0.016028127,0.296641728,-0.019354901,-0.114039635,-0.089870774,0.102606555,0,0,0,0,0.347906279,0.268118377,-0.078093188,-0.007894282,-0.058751339,-0.074522847,0,0,0,0,-0.130738559,-0.109674156,0.015325473,-0.089951857,-0.035665472,0.062515084
126,0,0,0,0,-0.151690707,0.004543769,0.042456944,0.015191243,0.062313353,-0.001898204,0,0,0,0,-0.020282282,-0.195246227,0.101293444,0.07292927,0.032718577,-0.017549271,0,0,0,0,-0.423479927,-0.161267442,-0.036931561,0.003245507,-0.009764304,0.079187859
127,0,0,0,0,0.191870482,0.032395538,0.064928364,-0.032668359,-0.004408245,-0.163228322,0,0,0,0,-0.452273098,0.039642956,-0.149109912,0.018363551,0.077083626,-0.080341975,0,0,0,0,0.052780476,0.037921329,-0.069307327,-0.088255386,-0.052526621,-0.038206904
128,0,0,0,0,-0.299336129,-0.002987528,0.054354028,0.033126297,-0.034300872,-0.001453649,0,0,0,0,-0.188480416,0.2362963,-0.002984847,-0.057926047,-0.080084012,0.007104756,0,0,0,0,0.221327481,0.113157064,-0.008234048,0.018302437,-0.017209386,0.000702687
129,0,0,0,0.695929689,0.277845839,0.185906503,0.001345714,0.06822512,0.077556951,-0.01694654,0,0,0,0.155798198,-0.010623603,-0.078745357,0.082132125,0.063789662,-0.087786544,0.027423081,0,0,0,-0.701005556,-0.046556041,-0.051576292,0.013290095,0.039060896,0.079747742,-0.037516134
130,0,0,0,0,-0.008575927,-0.008706741,-0.010036375,0.086924454,-0.052955556,0.008879773,0,0,0,0,0.067333907,0.001940074,0.003879104,0.042307401,0.121408476,0.11768414,0,0,0,0,0.081312749,0.091751508,-0.004089029,0.032054262,-0.043378787,0.027131316
131,0,0,0,0,-0.119002272,-0.009996147,0.103542186,-0.049262063,-0.176247272,-0.078918848,0,0,0,0,0.405963776,0.156617544,-0.242021977,-0.006833453,0.013862259,0.020199451,0,0,0,0,-0.08870599,-0.031207464,0.088535209,-0.029573371,0.058574347,0.026426196
132,0,0,0,0,0,-0.013068312,-0.195828346,0.170837027,-0.168014781,-0.034921366,0,0,0,0,0,-0.154108615,0.081532724,-0.051945881,-0.160326014,-0.084981503,0,0,0,0,0,-0.12706901,-0.037333926,0.066780909,0.019069556,0.045032953
133,0,0,0,0,0.585624253,0.198685218,0.055326994,0.071158045,-0.019830625,-0.035239279,0,0,0,0,0.629484942,0.01761809,0.032820597,0.016110065,-0.265749046,0.088854942,0,0,0,0,-0.052202049,-0.36965413,-0.036773908,-0.1032049,-0.010451686,0.106080351
134,0,0,0,0,0.0167112,-0.048737182,0.028713826,-0.154285831,0.077449264,0.007872439,0,0,0,0,-0.251220004,0.011118355,-0.021711759,0.102669454,-0.136885882,0.02964824,0,0,0,0,0.003934289,-0.063743867,-0.043308464,-0.033413877,-0.065057308,-0.003930006
135,0,0,0,0,-0.025433356,0.098980404,0.017862475,-0.0882972,-0.047859329,0.069867527,0,0,0,0,-0.004155507,0.057040112,0.023297718,-0.035053349,-0.022712844,0.039445476,0,0,0,0,0.296029175,0.003094086,-0.024069864,-0.02716913,0.053352218,0.022611891
136,0,0,0,-0.510900941,0.001790492,-0.034825192,0.073980614,-0.139279988,0.042276723,-0.003281755,0,0,0,-0.256341423,0.158590259,0.126658818,0.100060183,-0.01433367,-0.092496006,0.010598184,0,0,0,0.199279103,-0.216586174,0.025363838,0.017976967,0.055214932,-0.03829183,-0.110959917
137,0,0,0,0,-0.031421594,-0.261188879,-0.114574633,0.012759991,-0.070824516,0.102351529,0,0,0,0,-0.030754915,-0.136915605,-0.038415276,-0.024015686,-0.125289702,-0.10543371,0,0,0,0,0.115021646,-0.154750878,-0.141004798,-0.008281567,-0.070745389,-0.012178187
138,0,0,0,0,0.037549741,-0.135442551,0.138356122,0.000194362,0.045863519,-0.029960753,0,0,0,0,0.174375124,-0.067346013,0.012128785,-0.102846937,-0.018775365,-0.03843935,0,0,0,0,0.262808442,0.095286765,0.014350616,0.03634801,-0.025302568,0.012427527
139,0,0,0,0,0,-0.088931675,-0.066720842,0.140071314,-0.103563292,-0.099398475,0,0,0,0,0,-0.007058144,-0.098513767,0.050398438,-0.093705702,0.065020973,0,0,0,0,0,0.03980581,0.002940381,0.01659284,-0.008055147,0.063742203
140,0,0,0,0.459997692,-0.870026587,0.11490498,-0.041206563,0.108944116,-0.038881,0.004812057,0,0,0,-0.264332699,0.491095188,-0.33412202,-0.028033981,0.122067278,-0.106880155,-0.193385799,0,0,0,-0.847661694,0.04335037,0.010545849,-0.062534665,0.04629159,-0.010858405,0.117228273
141,0,0,0,0,0.012470013,0.022339167,0.014460984,-0.044356109,0.061779997,0.101782611,0,0,0,0,0.100471019,-0.068681473,-0.047054604,0.100660022,0.040943667,-0.046612394,0,0,0,0,-0.047180787,0.181338102,-0.040905236,-0.063255251,-0.013493193,-0.020410286
142,0,0,0,0,0.882213427,-0.074138583,-0.076070137,0.050814206,0.038052939,0.086889183,0,0,0,0,-0.469710536,-0.220182032,0.079199242,-0.057562019,-0.049721127,-0.044157458,0,0,0,0,-0.032733487,-0.060172525,-0.01548848,-0.059072871,0.020247041,-0.139304748
143,0,0,0,-0.626613904,-0.349467275,-0.11275264,0.118081993,-0.124053233,-0.101639305,0.051414968,0,0,0,0.716375772,-0.360216305,0.09889128,-0.129702851,-0.006394319,0.093906381,-0.045228668,0,0,0,0.306856266,0.06392397,-0.053619573,0.012697305,-0.000802723,-0.00815886,-0.033379007
144,0,0,0,0.967120317,-0.012039307,0.114406356,-0.135264869,-0.062690394,0.003509755,-0.017270187,0,0,0,0.088968936,0.301232537,0.224300905,0.119706209,0.065611075,-0.102754335,0.082676073,0,0,0,0.238249493,-0.331943098,0.121351599,0.115811266,0.184181306,-0.012205349,0.062247517
145,0,0,0,0,-0.3082028,0.189547939,0.002516031,-0.138997392,-0.077122978,0.034354308,0,0,0,0,0.395139416,0.075221877,0.086857948,0.00285273,0.14574999,-0.048290643,0,0,0,0,0.04576391,0.163350485,0.060137467,-0.016497324,-0.058888228,-0.152873588
146,0,0,0,0,0.142533484,-0.27638715,-0.081531926,-0.037562646,0.1613198,-0.003117589,0,0,0,0,0.391118182,0.266023195,-0.164341686,-0.01263787,0.020523902,0.039055374,0,0,0,0,-0.045161329,-0.067206239,-0.015442907,0.070353355,0.045552308,-0.070146904
147,0,0,0,0,-0.804469437,-0.146215405,-0.140264233,-0.111282908,-0.109994921,0.055303691,0,0,0,0,-0.482013155,-0.048908495,0.064839534,-0.073599565,0.030549813,-0.126264989,0,0,0,0,0.197059908,0.071503009,-0.027153146,-0.017553892,0.025037665,-0.011188884
148,0,0,0,0.465060933,-0.154732027,0.480660832,-0.066602581,-0.140333976,-0.009455883,-0.029969995,0,0,0,0.861454878,-0.22361492,-0.196221015,0.056734713,0.048347642,0.047891243,-0.039376874,0,0,0,-0.203994663,0.347073875,0.064701569,0.048876179,0.032320202,0.144603084,-0.002672645
149,0,0,0,-0.579316441,-0.142223509,0.111846253,-0.220360661,-0.02593543,0.070783274,-0.047056921,0,0,0,-0.813053436,-0.198457589,0.124620263,0.036430188,0.108162473,-0.093098096,-0.040304987,0,0,0,-0.057763062,-0.188930254,0.138916312,-0.080979064,0.070373148,0.050702029,-0.000273219
150,0,0,0,0,-0.263632767,0.024341592,-0.025134752,-0.033264183,0.025431504,-0.081030028,0,0,0,0,-0.263457713,-0.06879735,0.102660422,-0.080935166,0.135194641,-0.094100672,0,0,0,0,-0.22695031,0.012598116,0.020229064,-0.013858621,-0.035723016,0.016261835
151,0,0,0,0,0.336229562,-0.045143486,-0.205640474,0.006259786,0.019901978,-0.038303614,0,0,0,0,-0.204648569,-0.204543283,-0.060881409,0.044425725,0.056132685,-0.100057999,0,0,0,0,-0.40143532,-0.101277705,-0.017497284,-0.01527256,0.01152608,-0.025124194
152,0,0,0,-0.860669048,-0.695527968,0.150494852,0.26684186,-0.088414786,0.008462085,0.061098612,0,0,0,0.49129448,0.687309692,0.373928526,-0.115333021,0.085049422,-0.105216451,0.075116305,0,0,0,0.133710597,0.209394921,0.195732117,-0.052128222,-0.048717168,-0.073334539,0.052114378
153,0,0,0,0,0.14141983,0.054073733,0.119521929,-0.050830187,-0.05187854,0.102182536,0,0,0,0,0.18665964,0.140235982,-0.025599221,0.008830152,0.190348728,-0.075542641,0,0,0,0,-0.051944371,0.143925814,-0.028632211,-0.058757317,-0.013305235,0.069970925
154,0,0,0,0,-0.227874958,-0.385993511,0.060437316,-0.110782767,-0.126922849,-0.057952882,0,0,0,0,0.465245627,0.218209088,0.093958305,0.057002698,-0.103961628,-0.040787522,0,0,0,0,0.520701728,0.106832959,-0.004952104,-0.011145822,-0.09726756,0.012578854
155,0,0,0,-0.600047097,0.275651525,0.116956066,0.079278066,-0.028726132,-0.079548792,0.142995723,0,0,0,0.740490261,0.337890699,0.304448635,0.021727005,0.119742021,-0.093022651,0.046530924,0,0,0,0.302684084,0.11393729,0.04329892,0.060611627,0.122375322,0.120466385,0.055055616
