# Publisher, Zhijie Xu,zhijie.xu@pnnl.gov,zhijiexu@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Updated, 05/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Name,"Mean three principle semiaxis r_lambda1<r_lambda2< r_lambda3 (Mpc/h) for group of halos of the same size n_p, where n_p is number of particles in halo. Halos are assumed to be ellopsoids with three principle axis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [1] ,https://doi.org/10.48550/ARXIV.2109.09985,,,,,Mass cascade 1,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [2] ,https://doi.org/10.48550/ARXIV.2109.12244,,,,,Mass cascade 2,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [3]  Eq. (67)(68)(69) Fig. 19,https://doi.org/10.48550/ARXIV.2110.13885,,,,,Energy cascade,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [4],https://doi.org/10.48550/ARXIV.2202.04054,,,,,Energy&momentum,,,,,,,,,,,,,,,,,,,,,,,,
#Ref. [5]  ,https://doi.org/10.48550/ARXIV.2201.12665,,,,,Mean flow&dispersion,,,,,,,,,,,,,,,,,,,,,,,,
n_p,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0,z=10,z=5,z=3,z=2,z=1.5,z=1.0,z=0.5,z=0.3,z=0.1,z=0.0
80,0,0,0.024730362,0.032970276,0.039993758,0.051224988,0.069744849,0.078299124,0.09262328,0.101264525,0,0,0.034384277,0.048022557,0.057778003,0.073403883,0.093131429,0.108902728,0.125182498,0.136219862,0,0,0.04303901,0.096376778,0.10548524,0.120408521,0.152317883,0.178093492,0.194719995,0.213515207
81,0,0,0,0.030125791,0.042012686,0.053524661,0.067644046,0.08129056,0.092978749,0.102336486,0,0,0,0.048119547,0.059867765,0.075711915,0.093724505,0.110353223,0.126318952,0.137851726,0,0,0,0.0896659,0.103332363,0.129702224,0.163065378,0.172347805,0.202930912,0.21515468
82,0,0,0,0.031497384,0.040159255,0.052884537,0.0706747,0.079861578,0.092083941,0.101773576,0,0,0,0.048550307,0.060332772,0.072762579,0.096871982,0.111237788,0.127768263,0.137296984,0,0,0,0.110179241,0.105247183,0.122176828,0.1627731,0.181678334,0.19647613,0.217574038
83,0,0,0,0.035532451,0.04369818,0.054053981,0.069053364,0.081984583,0.093096278,0.102361103,0,0,0,0.043971478,0.057305582,0.073640285,0.098555185,0.111712088,0.128056371,0.137065884,0,0,0,0.093480393,0.10991966,0.127673747,0.157382791,0.181449886,0.202926547,0.21336627
84,0,0,0,0.032659544,0.042191453,0.052121834,0.071572536,0.080193184,0.093020479,0.101822095,0,0,0,0.052043716,0.059628532,0.072958968,0.098298468,0.110047083,0.128043227,0.139120129,0,0,0,0.081795357,0.095543514,0.126901086,0.159441695,0.180839288,0.202237429,0.219564335
85,0,0,0,0.034129198,0.041697364,0.052664316,0.068727986,0.081261001,0.092896994,0.102096467,0,0,0,0.053481604,0.055813801,0.072259755,0.096269891,0.112639625,0.127349654,0.138763189,0,0,0,0.103154697,0.10102044,0.128984733,0.170040491,0.190796355,0.198161828,0.218175933
86,0,0,0,0.034711526,0.045841357,0.052158147,0.070922933,0.08184722,0.093911873,0.103875866,0,0,0,0.055068356,0.061354141,0.072008983,0.099753902,0.112577098,0.129512133,0.139898582,0,0,0,0.091137768,0.109455185,0.126382774,0.167586763,0.182607577,0.207641735,0.216506175
87,0,0,0,0.035683126,0.040358378,0.054480167,0.070112876,0.081301274,0.09429825,0.103955297,0,0,0,0.046829943,0.067648858,0.076475117,0.099007414,0.110083862,0.129611833,0.139344871,0,0,0,0.143218247,0.118809585,0.122662891,0.164838251,0.187568053,0.202169541,0.222210951
88,0,0,0,0.032959189,0.041526201,0.051931859,0.070759958,0.081538159,0.096217348,0.102162802,0,0,0,0.052314137,0.06036431,0.071326172,0.096824995,0.110606702,0.131164494,0.139201649,0,0,0,0.081954858,0.128113732,0.127506434,0.166452703,0.173350423,0.207821378,0.214708735
89,0,0,0.02253927,0.034254823,0.04138128,0.055474443,0.071626517,0.082063628,0.095540314,0.102348486,0,0,0.035430033,0.054591612,0.064949963,0.077142944,0.099420032,0.112307741,0.129279383,0.141533224,0,0,0.049865435,0.102628273,0.112434409,0.142506043,0.166636687,0.186749421,0.205314775,0.221883319
90,0,0,0,0.029638101,0.043777537,0.053893888,0.072361715,0.08152211,0.095171843,0.10577317,0,0,0,0.042986882,0.064836118,0.074136807,0.097236121,0.111071523,0.129610474,0.143012175,0,0,0,0.076226406,0.111650915,0.13655601,0.160219557,0.177449992,0.2134058,0.22289216
91,0,0,0,0.029957319,0.043857608,0.052349196,0.072087559,0.08350422,0.095301282,0.105943029,0,0,0,0.048538057,0.062183934,0.073681518,0.099270399,0.113351431,0.129506958,0.144064268,0,0,0,0.075060321,0.101316496,0.139277929,0.162691018,0.186146678,0.197601102,0.231315663
92,0,0,0,0.034760734,0.040544011,0.054812599,0.071936155,0.083606258,0.096608596,0.107386736,0,0,0,0.057551003,0.056319704,0.075041683,0.100185318,0.113030029,0.129892804,0.14402504,0,0,0,0.070472225,0.122794901,0.138023397,0.165036113,0.192114111,0.204183685,0.219438711
93,0,0,0,0.037704135,0.044718212,0.055494388,0.071900174,0.083788245,0.096224437,0.105939354,0,0,0,0.075998602,0.061966913,0.074596285,0.101240343,0.115001211,0.129406587,0.144464197,0,0,0,0.106629225,0.117395074,0.135269296,0.163508862,0.184137057,0.208891285,0.228405015
94,0,0,0,0.035511887,0.040810022,0.053918737,0.073507181,0.082549879,0.097389297,0.105546557,0,0,0,0.054815831,0.057780001,0.074568744,0.102229423,0.113728879,0.132540397,0.141239301,0,0,0,0.104583302,0.097527232,0.138474235,0.167797901,0.194636462,0.212505378,0.222378606
95,0,0,0,0.033600659,0.044320786,0.053418266,0.073723811,0.084111843,0.099792987,0.106620182,0,0,0,0.053515844,0.067418639,0.077881945,0.099410805,0.115005573,0.134876891,0.140213597,0,0,0,0.10846573,0.111071547,0.1430798,0.164552387,0.188240216,0.218203395,0.221824128
96,0,0,0,0.035976929,0.040877772,0.053384429,0.071261617,0.08327874,0.096975573,0.107629111,0,0,0,0.054989133,0.057957841,0.075979279,0.099552488,0.111584298,0.132287686,0.142077587,0,0,0,0.082183531,0.110995142,0.13886518,0.170115742,0.192979677,0.202917643,0.227685884
97,0,0,0,0.034677342,0.046233306,0.056720657,0.072746081,0.084634652,0.101015769,0.108677413,0,0,0,0.045407871,0.062861187,0.077608504,0.098592546,0.116520907,0.136474092,0.144640273,0,0,0,0.107458241,0.11433093,0.129682043,0.168578896,0.200050816,0.210686681,0.231427084
98,0,0,0,0.038625204,0.044909619,0.054749008,0.072847271,0.081997654,0.100065675,0.109895767,0,0,0,0.050960948,0.061898816,0.078906382,0.099840569,0.114266735,0.138029343,0.1471728,0,0,0,0.081485649,0.118306355,0.137742938,0.172582078,0.185286099,0.212388475,0.233122331
99,0,0,0.022810704,0.026110697,0.047367597,0.055211029,0.073248293,0.085978186,0.097004871,0.106125793,0,0,0.035858174,0.058253104,0.06238932,0.077123436,0.101651805,0.116343344,0.133122734,0.141978984,0,0,0.062225465,0.082761783,0.122006997,0.120853053,0.180267754,0.198521855,0.206028351,0.229656765
100,0,0,0,0.032053154,0.041518721,0.054972934,0.075107349,0.085175722,0.098466303,0.108603174,0,0,0,0.058842053,0.066540685,0.079042414,0.103808659,0.116469573,0.133704249,0.148593168,0,0,0,0.082817878,0.111764942,0.132999227,0.179006328,0.188328084,0.208641506,0.224431861
101,0,0,0,0.033246261,0.043323333,0.056105424,0.074992173,0.084609333,0.100876738,0.109139684,0,0,0,0.048191001,0.059450944,0.077319976,0.104500083,0.114206326,0.137452057,0.146838445,0,0,0,0.118414647,0.115104448,0.142498019,0.175376628,0.193927248,0.210187445,0.234652191
102,0,0,0,0.034077225,0.042552657,0.05781247,0.074512899,0.085571239,0.100948634,0.107670757,0,0,0,0.044961503,0.060270156,0.081026822,0.102674395,0.115742071,0.139657411,0.148247928,0,0,0,0.106481959,0.115277059,0.130740589,0.176157464,0.196655491,0.224186818,0.229296701
103,0,0,0,0.037036141,0.04574812,0.057467863,0.075270869,0.086878881,0.103115061,0.108457257,0,0,0,0.056090381,0.062352806,0.076886243,0.100832716,0.119758517,0.13822819,0.147040726,0,0,0,0.105227432,0.136778337,0.141040991,0.171245843,0.194145748,0.22097988,0.235405351
104,0,0,0,0.037022678,0.045713932,0.056469978,0.074138654,0.087163249,0.100307737,0.110030256,0,0,0,0.050521643,0.063109836,0.0777696,0.1008134,0.119923604,0.138673162,0.147732028,0,0,0,0.088874308,0.125082252,0.144245638,0.170358022,0.190678734,0.224808195,0.227729329
105,0,0,0,0.042035764,0.046009563,0.057002661,0.07623188,0.085610403,0.103162306,0.110551575,0,0,0,0.061171655,0.066333067,0.081035031,0.106350005,0.116719226,0.136838339,0.149274335,0,0,0,0.087841575,0.104150832,0.146543028,0.176312991,0.195701074,0.217925983,0.231545583
106,0,0,0,0.039933297,0.045249093,0.057700081,0.073845249,0.088249554,0.100754213,0.111258583,0,0,0,0.051897421,0.068501541,0.081465507,0.105074925,0.116288905,0.136494424,0.149776506,0,0,0,0.094005951,0.139473678,0.155701892,0.176046138,0.192772373,0.211380316,0.240983115
107,0,0,0,0.038417273,0.044467876,0.059592525,0.074430942,0.086777744,0.103256869,0.112188951,0,0,0,0.061828429,0.064152903,0.079799467,0.104482215,0.12199375,0.137415349,0.150385703,0,0,0,0.097730863,0.102443293,0.131780299,0.173793375,0.204058257,0.217877128,0.233274095
108,0,0,0,0.034168254,0.042858159,0.056532701,0.075130146,0.086555504,0.100105878,0.111222239,0,0,0,0.055529816,0.054738148,0.079576386,0.106379211,0.11925707,0.136306243,0.15025899,0,0,0,0.158128481,0.092105965,0.135853952,0.171101305,0.195017302,0.207701914,0.233588609
109,0,0,0,0.037902424,0.045039706,0.055675785,0.07555071,0.088460971,0.103028761,0.112183261,0,0,0,0.048969104,0.065549029,0.080002581,0.107528778,0.119518306,0.13707361,0.149799133,0,0,0,0.149499334,0.116262403,0.150895563,0.176772205,0.202428646,0.225810869,0.226583159
110,0,0,0,0.039030844,0.049403433,0.056093561,0.076909132,0.087166813,0.099715673,0.11174585,0,0,0,0.057847929,0.067138811,0.078563756,0.107991049,0.117686898,0.141242,0.150025772,0,0,0,0.100295232,0.095223684,0.141453692,0.184276529,0.194802834,0.214939186,0.239819826
111,0,0,0,0.039102766,0.051424027,0.059062474,0.077522922,0.0879009,0.102661971,0.11306903,0,0,0,0.051433963,0.075098032,0.07921212,0.106140891,0.118052032,0.136635314,0.150635881,0,0,0,0.107644478,0.124888797,0.130202876,0.178231031,0.191303397,0.209425565,0.240103715
112,0,0,0,0,0.047537053,0.059511021,0.07490231,0.087262843,0.104362034,0.115104288,0,0,0,0,0.064472016,0.081461071,0.105444917,0.122384555,0.137625247,0.150560857,0,0,0,0,0.104616137,0.137176874,0.176935174,0.207262023,0.220049421,0.242511172
113,0,0,0,0.038317568,0.045034025,0.057015975,0.075970009,0.086111827,0.103286266,0.113587105,0,0,0,0.05071586,0.063463759,0.078909771,0.105544913,0.121536562,0.140544209,0.148415653,0,0,0,0.073874948,0.110413993,0.155016888,0.176721876,0.19952401,0.227213803,0.237701823
114,0,0,0,0,0.044017052,0.055905889,0.078432656,0.089683661,0.102857532,0.112639034,0,0,0,0,0.075996785,0.079014058,0.107184871,0.120486069,0.138265608,0.152382726,0,0,0,0,0.113806145,0.159145601,0.17700868,0.194719602,0.223663001,0.237129896
115,0,0,0,0,0.045087495,0.057831395,0.076559148,0.090110996,0.106078013,0.112505557,0,0,0,0,0.0667671,0.077273764,0.103292418,0.122734734,0.141400088,0.149614349,0,0,0,0,0.123495889,0.139534122,0.175241281,0.199651857,0.225371944,0.236555964
116,0,0,0,0.043225193,0.042763211,0.056668663,0.076585147,0.089825071,0.105435939,0.117242987,0,0,0,0.056620274,0.067492689,0.081948203,0.105463824,0.119401883,0.141051364,0.151523213,0,0,0,0.073510735,0.1027049,0.155071142,0.176214379,0.200768923,0.223051147,0.230763316
117,0,0,0,0,0.046435166,0.058781622,0.077842223,0.088720293,0.10570027,0.115804737,0,0,0,0,0.061742397,0.080008815,0.104827901,0.121331992,0.143851997,0.152509885,0,0,0,0,0.130045847,0.14874124,0.184490697,0.211332928,0.217240505,0.244843029
118,0,0,0,0.033943132,0.050751887,0.059667647,0.079752864,0.092523352,0.106311269,0.11781775,0,0,0,0.043131488,0.064639898,0.083272141,0.10892082,0.126838357,0.14340315,0.153740083,0,0,0,0.088862919,0.141197361,0.145978397,0.188523225,0.210178122,0.225756083,0.227196222
119,0,0,0,0.036941421,0.044266642,0.057406978,0.077123778,0.091358639,0.106427875,0.116617126,0,0,0,0.061475759,0.059415232,0.080766598,0.106394227,0.125862085,0.143137634,0.155648151,0,0,0,0.124720875,0.127023899,0.149256038,0.193887609,0.212833753,0.216848088,0.247773137
120,0,0,0,0,0.04707253,0.057754723,0.077679476,0.090902233,0.104560379,0.116571772,0,0,0,0,0.069234296,0.081756254,0.10459858,0.12370938,0.142708451,0.154225894,0,0,0,0,0.085821079,0.136308967,0.193463234,0.193807849,0.249806004,0.246701434
121,0,0,0,0.039558577,0.049326133,0.057046525,0.078397839,0.090539789,0.106766487,0.116009393,0,0,0,0.056825721,0.07111154,0.080825295,0.107067152,0.124281059,0.140799445,0.154740564,0,0,0,0.155408235,0.125900326,0.151807971,0.182051325,0.206271076,0.221237954,0.245709406
122,0,0,0,0.037595637,0.046123741,0.059410528,0.080422681,0.089826324,0.104646901,0.116839944,0,0,0,0.056918877,0.073009245,0.082434337,0.109817535,0.12216851,0.138083205,0.157665782,0,0,0,0.116525943,0.125616968,0.139515142,0.178124637,0.207898277,0.223612896,0.240230941
123,0,0,0,0.039554396,0.046453308,0.060423552,0.079734462,0.090706873,0.107725201,0.116699279,0,0,0,0.045850942,0.074454679,0.081531701,0.109108902,0.119896344,0.142948846,0.155699334,0,0,0,0.090545583,0.091100557,0.151307422,0.189372215,0.198523925,0.223541875,0.248125355
124,0,0,0,0.035803004,0.047655796,0.060767178,0.080072577,0.091392829,0.109692128,0.116807438,0,0,0,0.052397161,0.073883045,0.080699082,0.111111303,0.123722739,0.146361216,0.158330841,0,0,0,0.0666079,0.122099124,0.140283393,0.18832114,0.204378353,0.231925321,0.253392965
125,0,0,0,0,0.043323043,0.061323386,0.078055678,0.090674286,0.10874977,0.11998679,0,0,0,0,0.056803991,0.088787806,0.106666836,0.125976651,0.147318026,0.156321564,0,0,0,0,0.097676138,0.157447082,0.187594562,0.20658036,0.248979086,0.239749444
126,0,0,0,0,0.042544671,0.060963406,0.080484508,0.087698992,0.107251249,0.117494359,0,0,0,0,0.068209658,0.08189698,0.11186235,0.121010807,0.141567816,0.160699848,0,0,0,0,0.147211879,0.137941361,0.186269249,0.193617672,0.244517477,0.249260693
127,0,0,0,0,0.052051464,0.061394563,0.080950714,0.088965397,0.106309193,0.114521255,0,0,0,0,0.071414114,0.087063823,0.111298904,0.125852352,0.143930915,0.155497288,0,0,0,0,0.120117739,0.160883972,0.183751146,0.214203228,0.230114139,0.239052369
128,0,0,0,0,0.045903892,0.059694442,0.080123918,0.089798052,0.109659175,0.116516781,0,0,0,0,0.064259225,0.077322099,0.108899639,0.123310848,0.144360635,0.160853725,0,0,0,0,0.109994589,0.141737377,0.196900336,0.201504004,0.233775647,0.242591381
129,0,0,0,0.046404702,0.041024939,0.060282328,0.079338752,0.091024072,0.109254435,0.117980785,0,0,0,0.069255749,0.060181816,0.085940933,0.108852649,0.125528595,0.148427539,0.162143961,0,0,0,0.091215891,0.095971729,0.168980831,0.178620174,0.20923328,0.228219169,0.241145749
130,0,0,0,0,0.049904328,0.059495745,0.079597856,0.092205987,0.109049281,0.117519174,0,0,0,0,0.072189332,0.085101026,0.112192632,0.127172716,0.148997082,0.156322601,0,0,0,0,0.118252486,0.146282655,0.189005288,0.214430156,0.232803329,0.252057254
131,0,0,0,0,0.048255006,0.059224984,0.078604014,0.094072117,0.108830737,0.122059491,0,0,0,0,0.06978018,0.086245949,0.110423224,0.127015878,0.147578277,0.163097965,0,0,0,0,0.139353988,0.138735031,0.191280771,0.20484959,0.223354377,0.248776155
132,0,0,0,0,0,0.054281267,0.083126805,0.090964265,0.108325686,0.118277904,0,0,0,0,0,0.077271684,0.111109746,0.126432676,0.142658679,0.158691382,0,0,0,0,0,0.148515443,0.182838748,0.216098003,0.227552113,0.248853622
133,0,0,0,0,0.047370002,0.059441649,0.080719059,0.092821715,0.109562829,0.118497802,0,0,0,0,0.081808632,0.086382521,0.110873261,0.128901172,0.145810345,0.161718601,0,0,0,0,0.114756106,0.134249921,0.191346874,0.200547671,0.219190548,0.2640194
134,0,0,0,0,0.054600715,0.061579339,0.084240393,0.093777167,0.109987856,0.120969756,0,0,0,0,0.066430334,0.082655682,0.1123187,0.131189668,0.149035135,0.158699935,0,0,0,0,0.122204108,0.153412909,0.199007486,0.238564144,0.249521225,0.256366595
135,0,0,0,0,0.045189837,0.06207133,0.081475081,0.094786293,0.109394521,0.119469712,0,0,0,0,0.066176744,0.091054608,0.112603086,0.128433239,0.146567564,0.160058805,0,0,0,0,0.110168378,0.143722635,0.202362832,0.202805421,0.250445658,0.244806188
136,0,0,0,0.040466142,0.044973937,0.061996877,0.080452194,0.090792872,0.110662874,0.120344473,0,0,0,0.054948125,0.068024001,0.084337418,0.109918647,0.124606163,0.148852019,0.160428724,0,0,0,0.138941428,0.16088932,0.157372273,0.19600292,0.212705708,0.215925463,0.257755163
137,0,0,0,0,0.045008336,0.063352832,0.082016821,0.096512813,0.106831707,0.121847036,0,0,0,0,0.072791478,0.087108428,0.112337414,0.129552335,0.14795878,0.161301746,0,0,0,0,0.124272823,0.168037781,0.183431829,0.221528377,0.238885389,0.244565062
138,0,0,0,0,0.049188291,0.060347471,0.080872216,0.092366463,0.114102577,0.120976921,0,0,0,0,0.073655661,0.085351057,0.110994884,0.129015462,0.153249354,0.162240751,0,0,0,0,0.112075717,0.184394328,0.19100089,0.209902318,0.246595582,0.244526228
139,0,0,0,0,0,0.061614598,0.082403458,0.096394886,0.109261363,0.119466891,0,0,0,0,0,0.086280534,0.110382288,0.131546621,0.146885964,0.163186828,0,0,0,0,0,0.181485596,0.190412229,0.211521523,0.243998995,0.262020173
140,0,0,0,0.043605931,0.044057902,0.06449429,0.080962876,0.097053094,0.110608084,0.12416975,0,0,0,0.049424901,0.065203981,0.087731964,0.115193838,0.125379715,0.147704988,0.163028642,0,0,0,0.134075656,0.120941072,0.140231808,0.187411251,0.213979345,0.238865148,0.247433541
141,0,0,0,0,0.045996443,0.062913806,0.083281248,0.097181053,0.109219553,0.125312866,0,0,0,0,0.068380994,0.087210333,0.111298395,0.134747529,0.148471339,0.162898802,0,0,0,0,0.117405883,0.178504969,0.186583976,0.201979994,0.223966836,0.242628675
142,0,0,0,0,0.045279539,0.060218578,0.080796705,0.096196904,0.110458331,0.125140327,0,0,0,0,0.062120721,0.087646525,0.112910276,0.128588006,0.145443387,0.166895783,0,0,0,0,0.170448562,0.147103842,0.213610023,0.221979206,0.245498543,0.263186419
143,0,0,0,0.049890481,0.045450679,0.061040382,0.085179485,0.099300991,0.114110151,0.123310995,0,0,0,0.069037214,0.064755538,0.085936568,0.119125698,0.13126486,0.147286884,0.164134416,0,0,0,0.163196084,0.114119219,0.135238476,0.188108202,0.216939987,0.23790658,0.276798495
144,0,0,0,0.028545687,0.048783367,0.06252504,0.083808937,0.098333797,0.110585785,0.120238697,0,0,0,0.065450448,0.082704333,0.086294878,0.118062023,0.133348485,0.147404066,0.162903712,0,0,0,0.089722074,0.154751872,0.162233371,0.194027126,0.212751755,0.247522664,0.251918285
145,0,0,0,0,0.048546229,0.061636239,0.088413736,0.098912252,0.112795416,0.119470545,0,0,0,0,0.073374526,0.0792572,0.116153907,0.133430893,0.148786408,0.158580113,0,0,0,0,0.128720375,0.155701542,0.207916108,0.221759761,0.246209623,0.260444084
146,0,0,0,0,0.046000364,0.059685558,0.08502166,0.094509451,0.113801473,0.123180204,0,0,0,0,0.073752457,0.085094529,0.112378226,0.127423472,0.145080656,0.168092905,0,0,0,0,0.124927143,0.15736653,0.183714492,0.238588544,0.230545233,0.272610514
147,0,0,0,0,0.061653193,0.064309991,0.082592696,0.098905472,0.109815304,0.125819597,0,0,0,0,0.067785599,0.086757387,0.118215085,0.134700727,0.149132252,0.168005819,0,0,0,0,0.149855431,0.163862049,0.195507298,0.212014293,0.254637677,0.260582429
148,0,0,0,0.047619444,0.049304007,0.06073832,0.083040431,0.095764995,0.111826113,0.125612129,0,0,0,0.078399888,0.07276732,0.089560963,0.116322265,0.129056586,0.150589003,0.162599239,0,0,0,0.132232216,0.126384173,0.171348849,0.190661861,0.217382488,0.238672853,0.277192017
149,0,0,0,0.04528928,0.046955358,0.061600378,0.083065935,0.094896459,0.113395169,0.12546152,0,0,0,0.051823765,0.067095787,0.091100974,0.112404158,0.134666774,0.154830708,0.168916325,0,0,0,0.225989599,0.112866721,0.193055165,0.179421128,0.220153718,0.243241904,0.275531878
150,0,0,0,0,0.053334968,0.060514047,0.081871214,0.094588513,0.113788787,0.125852873,0,0,0,0,0.072843894,0.088478115,0.107916473,0.132012671,0.148463109,0.16850106,0,0,0,0,0.129767718,0.173020282,0.198341019,0.2202542,0.267503257,0.255292878
151,0,0,0,0,0.046980187,0.065330664,0.080649029,0.09486623,0.115328213,0.123633519,0,0,0,0,0.072706016,0.086653533,0.1136038,0.132626072,0.154734748,0.162564045,0,0,0,0,0.09613387,0.147083847,0.185615898,0.229208389,0.24926526,0.26934725
152,0,0,0,0.039585641,0.061501205,0.067031762,0.081650956,0.097653535,0.117311205,0.125191569,0,0,0,0.058301137,0.070345664,0.083411421,0.113242506,0.132506478,0.152763729,0.171438112,0,0,0,0.088342328,0.256216445,0.187981555,0.194096071,0.218303843,0.24072701,0.277805963
153,0,0,0,0,0.041738762,0.061708546,0.08282652,0.09602037,0.115054111,0.123862426,0,0,0,0,0.068373037,0.084477615,0.11339787,0.13261993,0.153221312,0.168688394,0,0,0,0,0.115366316,0.135913466,0.191909323,0.231296865,0.223716669,0.2766612
154,0,0,0,0,0.04886422,0.065686041,0.082611925,0.09647661,0.115782691,0.125059146,0,0,0,0,0.074336089,0.090318566,0.116346368,0.137251287,0.154471327,0.165583543,0,0,0,0,0.123703936,0.182985429,0.199802426,0.217118977,0.244265494,0.257185461
155,0,0,0,0.038702951,0.053815789,0.062938844,0.083054587,0.098844867,0.115695304,0.123705158,0,0,0,0.056499016,0.070524923,0.083642764,0.118577062,0.131461995,0.156470048,0.164291265,0,0,0,0.126469297,0.134422299,0.153099346,0.222416408,0.213378523,0.261074233,0.263663249
156,0,0,0,0,0.048070662,0.063237591,0.085249239,0.100062299,0.117607408,0.126269184,0,0,0,0,0.088782638,0.090425454,0.114827126,0.134040401,0.155214673,0.170583405,0,0,0,0,0.160603816,0.172596058,0.212216742,0.222878725,0.235424896,0.294707119
157,0,0,0,0,0.044422418,0.063238123,0.084324186,0.094465125,0.113330194,0.126538495,0,0,0,0,0.076932205,0.096476503,0.117352843,0.131126977,0.151392885,0.167805586,0,0,0,0,0.098367213,0.1511094,0.216505851,0.226463773,0.250074333,0.2622676
158,0,0,0,0.04792988,0.047967027,0.06002073,0.089388696,0.097501185,0.11433534,0.124101426,0,0,0,0.065453696,0.063369956,0.090350614,0.121157207,0.128828338,0.152496112,0.168267054,0,0,0,0.129547544,0.155186579,0.155216367,0.191075873,0.21054348,0.243138008,0.275448044
159,0,0,0,0.044382833,0,0.065175123,0.087157942,0.096143384,0.117710435,0.125708457,0,0,0,0.069751246,0,0.091397724,0.127254602,0.131270192,0.157648682,0.170452633,0,0,0,0.093735314,0,0.193565119,0.215602573,0.217653538,0.262560138,0.274457126
160,0,0,0,0.044027446,0.04654002,0.061953201,0.087885875,0.097817427,0.114447357,0.123963866,0,0,0,0.065930707,0.069319894,0.089570358,0.118622982,0.143174174,0.150131481,0.16866343,0,0,0,0.263084858,0.116136761,0.179483186,0.206243724,0.23421655,0.242149021,0.26681767
161,0,0,0,0,0.048728156,0.063723547,0.08449448,0.100005917,0.117688777,0.128542396,0,0,0,0,0.065086947,0.085752547,0.116805405,0.133354624,0.15945236,0.170783019,0,0,0,0,0.128784998,0.152587889,0.210102582,0.236909883,0.261372034,0.274809132
162,0,0,0,0,0.048984565,0.065278628,0.087805077,0.09743566,0.118052864,0.126811382,0,0,0,0,0.060914739,0.093292814,0.118583254,0.135011398,0.156600956,0.16958161,0,0,0,0,0.151325884,0.154904387,0.217374871,0.237749051,0.245957673,0.266493467
